,timestamp,title,url
FIN_zcgg_489,2017-12-14,《新旧社会保险基金会计制度有关衔接问题的处理规定》印发,http://kjs.mof.gov.cn/zhengcefabu/201712/t20171214_2776577.htm
FIN_zcgg_490,2017-12-14,《社会保险基金会计制度》修订印发,http://kjs.mof.gov.cn/zhengcefabu/201712/t20171214_2776576.htm
FIN_zcgg_491,2017-12-04,《国务院关于废止〈中华人民共和国营业税暂行条例〉和修改〈中华人民共和国增值税暂行条例〉的决定》公布,http://www.mof.gov.cn/zhengwuxinxi/zhengcefabu/201712/t20171204_2764533.htm
FIN_zcgg_492,2017-11-28,《扩大水资源税改革试点实施办法》印发,http://szs.mof.gov.cn/zhengcefabu/201711/t20171128_2761431.htm
FIN_zcgg_493,2017-11-27,《中央部门所属高校国有资产处置管理补充规定》印发,http://zcgls.mof.gov.cn/zhengcefabu/201711/t20171124_2756608.htm
FIN_zcgg_494,2017-11-24,2017年12月1日起，调整部分消费品进口关税,http://gss.mof.gov.cn/gzdt/zhengcefabu/201711/t20171123_2755506.htm
FIN_zcgg_495,2017-11-20,2018年县级基本财力保障机制奖补资金提前下达,http://yss.mof.gov.cn/ybxzyzf/xjjbclbzjzjbzj/201711/t20171108_2746190.htm
FIN_zcgg_496,2017-11-16,财政部发文规范PPP综合信息平台项目库管理,http://jrs.mof.gov.cn/zhengcefabu/201711/t20171116_2751258.htm
FIN_zcgg_497,2017-11-13,沪港通有关个人所得税政策明确,http://szs.mof.gov.cn/zhengcefabu/201711/t20171113_2748218.htm
FIN_zcgg_498,2017-11-09,技术先进型服务企业所得税政策全国推广实施,http://szs.mof.gov.cn/zhengcefabu/201711/t20171109_2746920.htm
FIN_zcgg_499,2017-11-09,《政府会计制度——行政事业单位会计科目和报表》印发,http://kjs.mof.gov.cn/zhengcefabu/201711/t20171109_2746877.htm
